name,citation,id,obligation,constraint,permission,entitlement,MandatoryDelegation,Permissive Delegation,PermissiveProvision,MandatoryProvision,Constraining Provision
Section 387,PL102_550_3672,387,1,2,0,1,2,0,0,0,0
Section 388,PL102_550_3672,388,2,3,2,2,3,0,0,0,0
Section 389,PL102_550_3672,389,3,2,1,1,3,0,0,0,0
Section 390,PL102_550_3672,390,6,1,2,2,7,1,1,0,0
Section 391,PL102_550_3672,391,1,4,6,5,5,1,1,0,0
Section 392,PL102_550_3672,392,3,2,4,6,8,1,1,0,0
Section 393,PL102_550_3672,393,0,1,1,1,1,0,0,0,0
Section 394,PL102_550_3672,394,3,2,2,3,5,0,0,0,1
Section 395,PL102_550_3672,395,1,4,0,2,2,0,0,0,0
Section 396,PL102_550_3672,396,0,2,0,3,2,2,2,0,0
Section 397,PL102_550_3672,397,3,0,2,4,4,2,2,0,0
Section 398,PL102_550_3672,398,0,1,2,6,5,0,0,0,0
Section 399,PL102_550_3672,399,3,1,1,4,5,0,0,0,0
Section 400,PL102_550_3672,400,2,0,2,2,2,0,0,1,0
Section 401,PL102_550_3672,401,1,9,3,3,3,0,0,0,0
Section 402,PL102_550_3672,402,0,1,0,0,0,0,0,0,0
Section 403,PL102_550_3672,403,0,1,0,0,0,0,0,0,0
Section 404,PL102_550_3672,404,1,1,3,2,3,0,0,0,0
Section 405,PL102_550_3672,405,0,0,1,0,0,1,1,0,0
Section 406,PL102_550_3672,406,2,0,2,5,4,1,1,1,0
Section 407,PL102_550_3672,407,11,7,7,17,22,1,1,2,0
Section 408,PL102_550_3672,408,11,7,4,12,17,2,2,3,0
Section 409,PL102_550_3672,409,0,1,0,0,0,0,0,0,0
Section 410,PL102_550_3672,410,0,0,0,2,2,0,0,0,0
Section 411,PL102_550_3672,411,0,1,0,0,0,0,0,0,0
Section 412,PL102_550_3672,412,4,0,1,3,4,0,0,2,0
Section 413,PL102_550_3672,413,1,2,0,2,3,0,0,0,0
Section 414,PL102_550_3672,414,0,1,0,0,0,0,0,0,0
Section 415,PL102_550_3672,415,0,0,1,0,0,0,0,0,0
Section 416,PL102_550_3672,416,1,1,2,3,2,0,0,0,1
Section 417,PL102_550_3672,417,0,0,0,0,0,0,0,0,0
Section 418,PL102_550_3672,418,0,0,0,0,0,0,0,0,0
Section 419,PL102_550_3672,419,0,1,0,7,0,0,0,0,0
Section 420,PL102_550_3672,420,2,5,4,4,3,0,0,2,1
Section 421,PL102_550_3672,421,0,2,0,2,1,0,0,0,0
Section 422,PL102_550_3672,422,3,2,2,3,5,0,0,0,0
Section 423,PL102_550_3672,423,2,4,3,12,7,0,0,2,3
Section 424,PL102_550_3672,424,1,2,0,0,1,0,0,0,0
Section 425,PL102_550_3672,425,1,1,0,0,1,0,0,0,0
Section 426,PL102_550_3672,426,0,1,2,2,1,0,0,0,1
Section 427,PL102_550_3672,427,0,0,0,0,0,0,0,0,0
Section 428,PL102_550_3672,428,0,0,0,1,1,0,0,0,0
Section 429,PL102_550_3672,429,0,2,2,4,0,0,0,0,0
Section 430,PL102_550_3672,430,2,3,1,1,2,1,1,0,0
Section 431,PL102_550_3672,431,2,0,3,5,4,1,1,1,1
Section 432,PL102_550_3672,432,0,1,3,0,0,0,0,0,0
Section 433,PL102_550_3672,433,0,0,0,1,0,0,0,0,0
Section 434,PL102_550_3672,434,0,1,0,0,0,0,0,0,0
Section 435,PL102_550_3672,435,1,1,1,2,3,0,0,0,0
Section 436,PL102_550_3672,436,0,0,1,0,0,0,0,0,0
Section 437,PL102_550_3672,437,0,0,3,5,1,0,0,0,2
Section 438,PL102_550_3672,438,1,1,2,1,0,0,0,0,1
Section 439,PL102_550_3672,439,0,0,1,1,1,0,0,0,0
Section 440,PL102_550_3672,440,0,0,1,1,1,0,0,0,0
Section 441,PL102_550_3672,441,0,0,1,0,0,0,0,0,0
Section 442,PL102_550_3672,442,0,1,0,1,1,0,0,0,0
Section 443,PL102_550_3672,443,1,2,0,1,1,0,0,1,0
Section 444,PL102_550_3672,444,0,0,1,0,0,0,0,0,0
Section 445,PL102_550_3672,445,0,0,0,2,2,0,0,0,0
Section 446,PL102_550_3672,446,0,2,0,1,1,0,0,0,0
Section 447,PL102_550_3672,447,0,0,2,0,0,0,0,0,0
Section 448,PL102_550_3672,448,1,0,0,1,1,1,1,1,0
Section 449,PL102_550_3672,449,1,0,0,1,1,0,0,1,0
Section 450,PL102_550_3672,450,1,2,1,3,3,0,0,0,0
Section 451,PL102_550_3672,451,0,0,0,0,0,0,0,0,0
Section 452,PL102_550_3672,452,5,5,7,10,10,1,1,2,1
Section 453,PL102_550_3672,453,1,1,0,1,2,0,0,0,0
Section 454,PL102_550_3672,454,0,1,0,0,0,0,0,0,0
Section 455,PL102_550_3672,455,3,2,1,1,4,0,0,0,0
Section 456,PL102_550_3672,456,0,0,0,0,0,0,0,0,0
Section 457,PL102_550_3672,457,1,0,0,0,0,0,0,0,0
Section 458,PL102_550_3672,458,0,0,0,0,0,0,0,0,0
Section 459,PL102_550_3672,459,3,2,3,1,4,0,0,1,0
Section 460,PL102_550_3672,460,0,0,0,0,0,0,0,0,0
Section 461,PL102_550_3672,461,0,0,1,0,0,0,0,0,0
Section 462,PL102_550_3672,462,0,0,0,0,0,0,0,0,0
Section 463,PL102_550_3672,463,0,0,0,0,0,0,0,0,0
Section 464,PL102_550_3672,464,0,0,1,0,0,0,0,0,0
Section 465,PL102_550_3672,465,0,0,0,0,0,1,1,0,0
Section 466,PL102_550_3672,466,0,0,1,0,0,0,0,0,0
Section 467,PL102_550_3672,467,5,2,0,18,9,0,0,0,0
Section 468,PL102_550_3672,468,2,1,0,7,4,0,0,0,0
Section 469,PL102_550_3672,469,3,2,2,17,13,0,0,0,0
Section 470,PL102_550_3672,470,4,6,6,11,13,0,0,0,0
Section 471,PL102_550_3672,471,0,0,0,0,0,0,0,0,0
Section 472,PL102_550_3672,472,0,0,0,0,0,1,1,0,0
Section 473,PL102_550_3672,473,0,1,0,1,0,0,0,0,0
Section 474,PL102_550_3672,474,5,1,1,2,5,0,0,3,0
Section 475,PL102_550_3672,475,0,1,0,0,0,0,0,0,0
Section 476,PL102_550_3672,476,0,0,0,0,0,0,0,0,0
Section 477,PL102_550_3672,477,0,0,1,0,0,0,0,0,0
Section 478,PL102_550_3672,478,6,0,0,4,6,0,0,3,0
Section 479,PL102_550_3672,479,0,0,0,0,0,0,0,0,0
Section 480,PL102_550_3672,480,0,2,1,0,0,2,2,0,0
Section 481,PL102_550_3672,481,1,0,0,0,1,0,0,0,0
Section 482,PL102_550_3672,482,5,1,1,2,6,0,0,1,0
Section 483,PL102_550_3672,483,1,1,1,1,1,1,1,1,0
Section 484,PL102_550_3672,484,1,3,0,1,2,0,0,0,0
Section 485,PL102_550_3672,485,2,0,2,2,4,1,1,0,0
Section 486,PL102_550_3672,486,0,0,0,0,0,0,0,0,0
Section 487,PL102_550_3672,487,1,0,1,0,1,0,0,1,0
Section 488,PL102_550_3672,488,0,0,0,0,0,0,0,0,0
Section 489,PL102_550_3672,489,0,1,0,0,0,0,0,0,0
Section 490,PL102_550_3672,490,0,0,0,0,0,0,0,0,0
Section 491,PL102_550_3672,491,0,0,0,0,0,0,0,0,0
Section 492,PL102_550_3672,492,0,0,0,1,1,0,0,0,0
Section 493,PL102_550_3672,493,0,0,0,0,0,0,0,0,0
Section 494,PL102_550_3672,494,0,0,0,0,0,0,0,0,0
Section 495,PL102_550_3672,495,0,0,0,1,1,0,0,0,0
Section 496,PL102_550_3672,496,0,0,0,0,0,0,0,0,0
Section 497,PL102_550_3672,497,0,0,0,0,0,0,0,0,0
Section 498,PL102_550_3672,498,0,0,0,0,0,0,0,0,0
Section 499,PL102_550_3672,499,1,1,1,1,2,0,0,0,0
Section 500,PL102_550_3672,500,4,2,2,5,7,0,0,0,1
Section 501,PL102_550_3672,501,0,0,0,0,0,0,0,0,0
Section 502,PL102_550_3672,502,0,2,0,0,0,0,0,0,0
Section 503,PL102_550_3672,503,0,0,1,0,0,0,0,0,0
Section 504,PL102_550_3672,504,0,1,2,0,0,0,0,0,0
Section 505,PL102_550_3672,505,0,0,0,3,0,0,0,0,0
Section 506,PL102_550_3672,506,0,2,2,1,1,0,0,0,0
Section 507,PL102_550_3672,507,1,2,0,0,1,0,0,0,0
Section 508,PL102_550_3672,508,0,0,1,1,0,1,1,0,0
Section 509,PL102_550_3672,509,0,2,1,2,0,0,0,0,0
Section 510,PL102_550_3672,510,1,1,0,2,2,0,0,0,0
Section 511,PL102_550_3672,511,2,0,1,2,3,0,0,1,0
Section 512,PL102_550_3672,512,2,0,3,0,0,0,0,0,0
Section 513,PL102_550_3672,513,0,0,0,0,0,0,0,0,0
Section 514,PL102_550_3672,514,0,0,3,2,1,0,0,0,0
Section 515,PL102_550_3672,515,0,0,0,2,1,0,0,0,0
Section 516,PL102_550_3672,516,1,0,0,1,0,0,0,0,0
Section 517,PL102_550_3672,517,2,0,1,2,3,0,0,0,0
Section 518,PL102_550_3672,518,0,0,2,2,2,0,0,0,0
Section 519,PL102_550_3672,519,0,0,0,0,0,0,0,0,0
Section 520,PL102_550_3672,520,1,1,0,0,1,0,0,0,0
Section 521,PL102_550_3672,521,1,0,0,1,2,0,0,0,0
Section 522,PL102_550_3672,522,1,0,0,0,0,0,0,0,0
Section 523,PL102_550_3672,523,0,0,0,0,0,0,0,0,0
Section 524,PL102_550_3672,524,2,0,0,2,2,0,0,1,0
Section 525,PL102_550_3672,525,0,0,0,1,1,0,0,0,0
Section 526,PL102_550_3672,526,1,0,0,1,1,0,0,0,0
Section 527,PL102_550_3672,527,0,0,0,0,0,0,0,0,0
Section 528,PL102_550_3672,528,0,0,0,1,1,0,0,0,0
Section 529,PL102_550_3672,529,0,0,0,1,1,0,0,0,0
Section 530,PL102_550_3672,530,0,0,0,1,1,0,0,0,0
Section 0,PL110_289,0,2,0,1,0,0,0,0,0,0
Section 1,PL110_289,1,0,0,1,0,0,0,0,0,0
Section 2,PL110_289,2,0,2,2,1,0,0,0,0,0
Section 3,PL110_289,3,0,0,0,0,0,0,0,0,0
Section 4,PL110_289,4,1,1,1,3,3,0,0,0,0
Section 5,PL110_289,5,5,1,0,12,13,0,0,0,0
Section 6,PL110_289,6,0,0,0,0,0,0,0,0,0
Section 7,PL110_289,7,0,0,4,3,3,0,0,0,0
Section 8,PL110_289,8,0,0,0,0,0,0,0,0,0
Section 9,PL110_289,9,2,1,0,2,4,1,1,0,0
Section 10,PL110_289,10,2,4,0,3,4,1,1,1,0
Section 11,PL110_289,11,1,0,1,3,4,0,0,0,0
Section 12,PL110_289,12,8,7,6,13,18,0,0,0,0
Section 13,PL110_289,13,0,0,1,1,1,0,0,0,0
Section 14,PL110_289,14,0,0,0,0,0,0,0,0,0
Section 15,PL110_289,15,5,2,4,3,6,2,2,5,0
Section 16,PL110_289,16,0,0,0,0,0,0,0,0,0
Section 17,PL110_289,17,4,0,2,1,4,1,1,0,0
Section 18,PL110_289,18,0,0,0,0,0,0,0,0,0
Section 19,PL110_289,19,3,0,0,1,4,0,0,1,0
Section 20,PL110_289,20,4,1,3,2,4,0,0,1,0
Section 21,PL110_289,21,0,0,0,0,0,0,0,0,0
Section 22,PL110_289,22,2,0,0,3,3,0,0,0,1
Section 23,PL110_289,23,0,4,1,1,1,1,1,0,0
Section 24,PL110_289,24,1,4,1,5,3,0,0,1,0
Section 25,PL110_289,25,0,0,0,0,0,0,0,0,0
Section 26,PL110_289,26,2,0,0,2,2,0,0,2,1
Section 27,PL110_289,27,3,0,0,3,6,0,0,1,0
Section 28,PL110_289,28,15,0,12,12,18,0,0,3,0
Section 29,PL110_289,29,3,0,0,1,4,0,0,0,0
Section 30,PL110_289,30,0,0,0,0,0,0,0,0,0
Section 31,PL110_289,31,0,0,0,0,0,0,0,0,0
Section 32,PL110_289,32,0,0,0,0,0,0,0,0,0
Section 33,PL110_289,33,9,1,5,3,11,0,0,2,0
Section 34,PL110_289,34,2,2,0,8,10,0,0,0,0
Section 35,PL110_289,35,2,0,0,0,2,0,0,0,0
Section 36,PL110_289,36,0,0,0,0,0,0,0,0,0
Section 37,PL110_289,37,2,4,1,1,3,0,0,1,0
Section 38,PL110_289,38,1,1,0,1,1,0,0,1,0
Section 39,PL110_289,39,1,0,0,1,1,0,0,1,0
Section 40,PL110_289,40,0,0,0,0,0,0,0,0,0
Section 41,PL110_289,41,3,3,0,2,5,0,0,1,0
Section 42,PL110_289,42,9,2,2,10,16,1,1,1,0
Section 43,PL110_289,43,3,3,0,3,5,1,1,1,0
Section 44,PL110_289,44,2,1,2,1,2,1,1,0,0
Section 45,PL110_289,45,6,4,2,3,8,0,0,0,0
Section 46,PL110_289,46,5,4,4,8,10,2,2,2,0
Section 47,PL110_289,47,1,0,1,4,2,1,1,0,0
Section 48,PL110_289,48,2,3,3,4,4,1,1,0,0
Section 49,PL110_289,49,0,0,0,0,0,0,0,0,0
Section 50,PL110_289,50,2,2,0,3,5,0,0,1,0
Section 51,PL110_289,51,16,5,3,34,34,0,0,6,5
Section 52,PL110_289,52,10,5,6,14,18,0,0,3,1
Section 53,PL110_289,53,5,2,2,4,6,0,0,1,0
Section 54,PL110_289,54,1,4,1,4,4,0,0,1,0
Section 55,PL110_289,55,2,0,0,2,3,0,0,1,0
Section 56,PL110_289,56,1,1,1,4,4,0,0,0,0
Section 57,PL110_289,57,0,2,0,1,1,0,0,0,0
Section 58,PL110_289,58,0,2,1,3,2,0,0,0,0
Section 59,PL110_289,59,0,0,0,0,0,0,0,0,0
Section 60,PL110_289,60,22,56,46,76,82,1,1,0,3
Section 61,PL110_289,61,1,2,1,3,1,0,0,1,0
Section 62,PL110_289,62,0,0,2,0,0,1,1,0,0
Section 63,PL110_289,63,0,0,0,0,0,0,0,0,0
Section 64,PL110_289,64,5,10,6,16,18,0,0,0,0
Section 65,PL110_289,65,1,0,1,1,1,0,0,1,0
Section 66,PL110_289,66,0,5,2,1,0,0,0,0,0
Section 67,PL110_289,67,0,0,0,0,0,0,0,0,0
Section 68,PL110_289,68,0,1,1,0,0,0,0,0,0
Section 69,PL110_289,69,0,0,0,0,0,0,0,0,0
Section 70,PL110_289,70,1,1,1,1,1,0,0,1,0
Section 71,PL110_289,71,0,0,0,0,0,0,0,0,0
Section 72,PL110_289,72,0,2,2,2,2,0,0,0,0
Section 73,PL110_289,73,1,0,0,0,1,0,0,0,0
Section 74,PL110_289,74,0,0,0,1,1,0,0,0,0
Section 75,PL110_289,75,3,3,1,6,7,0,0,0,0
Section 76,PL110_289,76,0,0,0,0,0,0,0,0,0
Section 77,PL110_289,77,1,0,1,0,0,0,0,0,0
Section 78,PL110_289,78,0,0,0,0,0,0,0,0,0
Section 79,PL110_289,79,5,0,0,1,6,0,0,1,0
Section 80,PL110_289,80,0,0,0,0,0,0,0,0,0
Section 81,PL110_289,81,0,0,0,0,0,0,0,0,0
Section 82,PL110_289,82,2,1,2,2,3,0,0,0,0
Section 83,PL110_289,83,1,1,1,5,5,0,0,0,0
Section 84,PL110_289,84,1,0,1,0,1,0,0,0,0
Section 85,PL110_289,85,0,0,1,0,0,0,0,0,0
Section 86,PL110_289,86,0,0,0,1,1,0,0,0,0
Section 87,PL110_289,87,1,1,0,3,2,0,0,1,0
Section 88,PL110_289,88,1,0,0,1,1,0,0,1,0
Section 89,PL110_289,89,0,0,1,2,2,0,0,0,0
Section 90,PL110_289,90,4,0,0,2,5,0,0,0,0
Section 91,PL110_289,91,0,0,0,0,0,0,0,0,0
Section 92,PL110_289,92,0,0,0,2,1,0,0,0,1
Section 93,PL110_289,93,0,0,0,1,0,0,0,0,0
Section 94,PL110_289,94,1,2,1,4,3,0,0,0,0
Section 95,PL110_289,95,1,0,2,1,2,0,0,0,0
Section 96,PL110_289,96,1,4,1,5,5,0,0,1,0
Section 97,PL110_289,97,1,0,0,0,1,0,0,0,0
Section 98,PL110_289,98,1,2,1,4,3,0,0,0,0
Section 99,PL110_289,99,0,0,1,1,1,0,0,0,0
Section 100,PL110_289,100,2,4,1,4,5,0,0,1,0
Section 101,PL110_289,101,0,0,1,0,0,0,0,0,0
Section 102,PL110_289,102,0,0,0,0,0,0,0,0,0
Section 103,PL110_289,103,18,11,11,43,49,1,1,7,2
Section 104,PL110_289,104,0,0,0,0,0,0,0,0,0
Section 105,PL110_289,105,0,1,0,0,0,0,0,0,0
Section 106,PL110_289,106,0,0,0,1,1,0,0,0,0
Section 107,PL110_289,107,0,0,1,0,0,0,0,0,0
Section 108,PL110_289,108,0,0,0,0,0,0,0,0,0
Section 109,PL110_289,109,3,2,0,1,2,0,0,0,0
Section 110,PL110_289,110,0,2,0,1,0,0,0,0,1
Section 111,PL110_289,111,8,5,2,7,8,1,1,1,0
Section 112,PL110_289,112,3,2,0,3,4,0,0,0,0
Section 113,PL110_289,113,2,0,2,4,6,0,0,1,0
Section 114,PL110_289,114,3,2,0,3,2,0,0,0,0
Section 115,PL110_289,115,0,0,0,1,1,0,0,0,0
Section 116,PL110_289,116,0,1,0,0,0,0,0,0,0
Section 117,PL110_289,117,1,0,0,2,1,0,0,1,0
Section 118,PL110_289,118,1,2,1,2,3,0,0,0,0
Section 119,PL110_289,119,0,1,0,0,0,0,0,0,0
Section 120,PL110_289,120,5,4,1,11,10,4,4,0,0
Section 121,PL110_289,121,3,0,2,2,3,1,1,1,0
Section 122,PL110_289,122,1,0,1,0,1,0,0,0,0
Section 123,PL110_289,123,2,0,0,1,3,0,0,2,0
Section 124,PL110_289,124,4,0,1,0,4,1,1,1,0
Section 125,PL110_289,125,1,1,0,1,2,0,0,0,0
Section 126,PL110_289,126,1,0,2,4,4,1,1,1,0
Section 127,PL110_289,127,0,1,2,0,0,0,0,0,0
Section 128,PL110_289,128,0,0,0,0,0,0,0,0,0
Section 129,PL110_289,129,0,0,1,0,0,0,0,0,0
Section 130,PL110_289,130,0,0,0,0,0,0,0,0,0
Section 131,PL110_289,131,0,0,1,0,0,0,0,0,0
Section 132,PL110_289,132,0,0,1,0,0,0,0,0,0
Section 133,PL110_289,133,1,2,0,0,1,0,0,0,0
Section 134,PL110_289,134,2,2,0,1,2,0,0,1,0
Section 135,PL110_289,135,0,0,0,0,0,0,0,0,0
Section 136,PL110_289,136,0,0,0,0,0,0,0,0,0
Section 137,PL110_289,137,0,0,0,0,0,0,0,0,0
Section 138,PL110_289,138,0,0,0,2,0,0,0,0,0
Section 139,PL110_289,139,4,1,1,6,8,0,0,0,1
Section 140,PL110_289,140,0,0,0,0,0,0,0,0,0
Section 141,PL110_289,141,0,0,0,0,0,0,0,0,0
Section 142,PL110_289,142,0,0,0,0,0,0,0,0,0
Section 143,PL110_289,143,5,1,2,10,11,0,0,1,3
Section 144,PL110_289,144,0,2,0,0,0,0,0,0,0
Section 145,PL110_289,145,0,0,0,0,0,0,0,0,0
Section 146,PL110_289,146,0,2,2,2,2,0,0,0,0
Section 147,PL110_289,147,0,0,0,0,0,0,0,0,0
Section 148,PL110_289,148,1,1,1,1,1,0,0,0,1
Section 149,PL110_289,149,0,1,0,0,0,0,0,0,0
Section 150,PL110_289,150,2,0,3,3,4,0,0,0,0
Section 151,PL110_289,151,0,0,0,0,0,0,0,0,0
Section 152,PL110_289,152,0,1,1,1,0,0,0,0,0
Section 153,PL110_289,153,0,0,0,1,1,0,0,0,0
Section 154,PL110_289,154,1,0,1,1,2,0,0,0,0
Section 155,PL110_289,155,0,2,0,0,0,0,0,0,0
Section 156,PL110_289,156,0,0,1,0,0,0,0,0,0
Section 157,PL110_289,157,0,0,0,0,0,0,0,0,0
Section 158,PL110_289,158,0,0,0,0,0,0,0,0,0
Section 159,PL110_289,159,0,0,0,2,2,0,0,0,0
Section 160,PL110_289,160,0,1,0,3,3,0,0,0,0
Section 161,PL110_289,161,0,3,0,0,0,0,0,0,0
Section 162,PL110_289,162,0,1,3,2,2,0,0,0,0
Section 163,PL110_289,163,1,0,1,1,2,0,0,0,0
Section 164,PL110_289,164,0,0,0,0,0,0,0,0,0
Section 165,PL110_289,165,2,1,2,0,2,0,0,0,0
Section 166,PL110_289,166,0,0,0,1,0,0,0,0,1
Section 167,PL110_289,167,0,0,0,1,1,0,0,0,0
Section 168,PL110_289,168,2,0,0,2,3,0,0,2,0
Section 169,PL110_289,169,2,0,0,0,2,0,0,0,0
Section 170,PL110_289,170,4,5,2,13,12,0,0,2,1
Section 171,PL110_289,171,1,0,0,1,1,0,0,0,0
Section 172,PL110_289,172,0,1,0,0,0,0,0,0,0
Section 173,PL110_289,173,0,0,0,3,2,0,0,0,0
Section 174,PL110_289,174,2,1,0,2,3,0,0,1,0
Section 175,PL110_289,175,0,0,0,0,0,0,0,0,0
Section 176,PL110_289,176,1,0,0,1,1,0,0,0,0
Section 177,PL110_289,177,0,0,1,0,0,0,0,0,0
Section 178,PL110_289,178,3,1,2,4,2,1,1,1,1
Section 179,PL110_289,179,1,1,0,2,2,0,0,0,0
Section 180,PL110_289,180,1,0,0,1,1,0,0,0,0
Section 181,PL110_289,181,0,0,1,0,0,0,0,0,0
Section 182,PL110_289,182,4,1,0,5,5,0,0,2,0
Section 183,PL110_289,183,0,0,0,0,0,0,0,0,0
Section 184,PL110_289,184,0,0,0,2,1,0,0,0,0
Section 185,PL110_289,185,0,0,4,4,4,0,0,0,0
Section 186,PL110_289,186,0,0,0,0,0,0,0,0,0
Section 187,PL110_289,187,0,0,0,0,0,0,0,0,0
Section 188,PL110_289,188,3,0,1,2,5,0,0,0,0
Section 189,PL110_289,189,2,0,0,1,1,0,0,0,1
Section 190,PL110_289,190,0,1,0,0,0,0,0,0,0
Section 191,PL110_289,191,0,1,0,0,0,0,0,0,0
Section 192,PL110_289,192,0,0,0,0,0,0,0,0,0
Section 193,PL110_289,193,0,0,1,0,0,0,0,0,0
Section 194,PL110_289,194,2,1,1,5,5,0,0,2,0
Section 195,PL110_289,195,0,1,0,1,0,0,0,0,0
Section 196,PL110_289,196,0,1,2,1,1,0,0,0,0
Section 197,PL110_289,197,1,0,1,1,2,0,0,0,0
Section 198,PL110_289,198,0,0,0,0,0,0,0,0,0
Section 199,PL110_289,199,0,0,1,2,2,0,0,0,0
Section 200,PL110_289,200,0,0,1,0,0,0,0,0,0
Section 201,PL110_289,201,3,1,0,4,6,1,1,2,0
Section 202,PL110_289,202,1,0,0,3,4,0,0,1,0
Section 203,PL110_289,203,1,2,0,0,1,0,0,0,0
Section 204,PL110_289,204,4,1,0,4,5,0,0,2,0
Section 205,PL110_289,205,4,2,4,10,7,1,1,1,3
Section 206,PL110_289,206,1,0,1,3,2,1,1,1,0
Section 207,PL110_289,207,3,3,1,1,2,0,0,0,0
Section 208,PL110_289,208,5,1,2,3,7,0,0,0,0
Section 209,PL110_289,209,3,0,0,1,3,0,0,0,0
Section 210,PL110_289,210,0,0,1,1,1,0,0,0,0
Section 211,PL110_289,211,0,0,0,1,1,0,0,0,0
Section 212,PL110_289,212,1,1,0,0,1,0,0,0,0
Section 213,PL110_289,213,2,6,1,2,3,0,0,1,0
Section 214,PL110_289,214,8,2,0,5,9,0,0,1,1
Section 215,PL110_289,215,0,1,0,1,1,0,0,0,0
Section 216,PL110_289,216,1,2,0,1,1,0,0,0,0
Section 217,PL110_289,217,1,1,1,2,3,0,0,0,0
Section 218,PL110_289,218,1,1,0,2,2,0,0,0,0
Section 219,PL110_289,219,1,2,0,0,1,0,0,0,0
Section 220,PL110_289,220,0,0,0,0,0,0,0,0,0
Section 221,PL110_289,221,3,9,6,12,11,0,0,1,1
Section 222,PL110_289,222,1,1,0,0,1,0,0,0,0
Section 223,PL110_289,223,1,3,2,2,3,0,0,0,0
Section 224,PL110_289,224,3,3,0,0,3,0,0,0,0
Section 225,PL110_289,225,1,1,0,0,1,0,0,0,0
Section 226,PL110_289,226,4,1,1,6,6,1,1,2,0
Section 227,PL110_289,227,1,0,0,1,2,0,0,0,0
Section 228,PL110_289,228,1,0,0,0,1,0,0,0,0
Section 229,PL110_289,229,0,0,1,1,1,0,0,0,0
Section 230,PL110_289,230,0,5,0,1,0,0,0,0,0
Section 231,PL110_289,231,0,0,0,0,0,0,0,0,0
Section 232,PL110_289,232,0,1,1,0,0,0,0,0,0
Section 233,PL110_289,233,0,0,0,0,0,0,0,0,0
Section 234,PL110_289,234,0,0,0,1,1,0,0,0,0
Section 235,PL110_289,235,0,0,0,0,0,0,0,0,0
Section 236,PL110_289,236,0,2,0,2,0,0,0,0,0
Section 237,PL110_289,237,6,0,0,0,6,0,0,0,0
Section 238,PL110_289,238,1,10,3,9,9,0,0,0,0
Section 239,PL110_289,239,2,3,0,0,2,0,0,0,0
Section 240,PL110_289,240,0,0,0,0,0,0,0,0,0
Section 241,PL110_289,241,0,0,0,0,0,0,0,0,0
Section 242,PL110_289,242,6,2,1,13,13,2,2,4,0
Section 243,PL110_289,243,1,2,0,2,3,0,0,0,0
Section 244,PL110_289,244,1,0,0,1,2,0,0,0,0
Section 245,PL110_289,245,1,0,0,1,1,0,0,0,0
Section 0,PL091_508_1127,0,238,173,218,532,319,30,30,60,18
Section 0,PL111_203,0,6,0,2,0,0,0,0,0,0
Section 1,PL111_203,1,6,0,0,7,1,0,0,1,0
Section 2,PL111_203,2,0,1,0,0,0,0,0,0,0
Section 3,PL111_203,3,1,0,0,0,1,0,0,0,0
Section 4,PL111_203,4,0,0,0,1,1,0,0,0,0
Section 5,PL111_203,5,0,0,0,2,1,0,0,0,0
Section 6,PL111_203,6,0,0,1,0,0,0,0,0,0
Section 7,PL111_203,7,1,0,0,5,5,0,0,1,0
Section 8,PL111_203,8,3,3,5,8,10,0,0,1,0
Section 9,PL111_203,9,6,2,3,5,7,2,2,3,0
Section 10,PL111_203,10,5,11,3,13,17,1,1,0,1
Section 11,PL111_203,11,0,1,0,0,0,0,0,0,0
Section 12,PL111_203,12,2,2,4,4,3,4,4,2,1
Section 13,PL111_203,13,3,0,0,2,3,1,1,1,0
Section 14,PL111_203,14,2,5,2,3,4,0,0,0,0
Section 15,PL111_203,15,0,0,0,1,1,0,0,0,0
Section 16,PL111_203,16,1,2,0,2,2,0,0,0,0
Section 17,PL111_203,17,5,2,1,4,6,1,1,0,0
Section 18,PL111_203,18,1,2,4,2,2,0,0,0,1
Section 19,PL111_203,19,0,0,1,2,1,0,0,0,0
Section 20,PL111_203,20,2,0,1,2,3,0,0,1,1
Section 21,PL111_203,21,0,0,0,1,0,0,0,0,0
Section 22,PL111_203,22,4,6,3,5,7,0,0,1,0
Section 23,PL111_203,23,5,2,4,5,7,1,1,1,1
Section 24,PL111_203,24,7,3,1,5,11,1,1,2,0
Section 25,PL111_203,25,2,2,0,5,6,0,0,0,0
Section 26,PL111_203,26,5,0,1,1,5,0,0,0,0
Section 27,PL111_203,27,4,0,1,1,4,1,1,2,0
Section 28,PL111_203,28,0,2,0,2,2,0,0,0,0
Section 29,PL111_203,29,2,2,0,2,3,0,0,0,1
Section 30,PL111_203,30,0,1,0,0,0,0,0,0,0
Section 31,PL111_203,31,20,10,10,18,23,5,5,8,4
Section 32,PL111_203,32,2,0,1,1,3,0,0,0,0
Section 33,PL111_203,33,2,2,3,6,4,1,1,1,2
Section 34,PL111_203,34,2,0,0,1,2,0,0,0,0
Section 35,PL111_203,35,0,0,0,1,1,0,0,0,0
Section 36,PL111_203,36,3,2,0,2,4,0,0,0,1
Section 37,PL111_203,37,8,2,0,8,9,0,0,2,2
Section 38,PL111_203,38,2,2,0,3,3,0,0,0,0
Section 39,PL111_203,39,0,1,1,2,0,0,0,0,0
Section 40,PL111_203,40,4,1,1,3,6,0,0,0,0
Section 41,PL111_203,41,2,0,1,0,2,0,0,0,0
Section 42,PL111_203,42,0,0,1,0,0,0,0,0,0
Section 43,PL111_203,43,1,0,0,9,3,0,0,0,0
